year,max_laden_wt,type,number
2021,26001-32000kg,Others,5
2021,32001-40000kg,Lorries,770
2021,32001-40000kg,Tippers,87
2021,32001-40000kg,Vans,1
2021,32001-40000kg,Goods-cum Passengers,
2021,32001-40000kg,Prime Mover,
2021,32001-40000kg,Cement Mixers,1183
2021,32001-40000kg,Tankers,156
2021,32001-40000kg,Cranes,65
2021,32001-40000kg,Recovery Vehicles,2
2021,32001-40000kg,Refrigerated Vehicles,
2021,32001-40000kg,Garbage/ Sanitary Wagon,232
2021,32001-40000kg,Others,11
2021,40001-55000kg,Lorries,10
2021,40001-55000kg,Tippers,
2021,40001-55000kg,Vans,
2021,40001-55000kg,Goods-cum Passengers,
2021,40001-55000kg,Prime Mover,3110
2021,40001-55000kg,Cement Mixers,
2021,40001-55000kg,Tankers,
2021,40001-55000kg,Cranes,70
2021,40001-55000kg,Recovery Vehicles,5
2021,40001-55000kg,Refrigerated Vehicles,
2021,40001-55000kg,Garbage/ Sanitary Wagon,
2021,40001-55000kg,Others,1
2021,> 55000kg,Lorries,
2021,> 55000kg,Tippers,
2021,> 55000kg,Vans,
2021,> 55000kg,Goods-cum Passengers,
2021,> 55000kg,Prime Mover,2305
2021,> 55000kg,Cement Mixers,
2021,> 55000kg,Tankers,
2021,> 55000kg,Cranes,237
2021,> 55000kg,Recovery Vehicles,1
2021,> 55000kg,Refrigerated Vehicles,
2021,> 55000kg,Garbage/ Sanitary Wagon,
2021,> 55000kg,Others,
2022,<= 3500 kg,Lorries,30447
2022,<= 3500 kg,Tippers,6
2022,<= 3500 kg,Vans,63540
2022,<= 3500 kg,Goods-cum Passengers,2601
2022,<= 3500 kg,Prime Mover,2
2022,<= 3500 kg,Cement Mixers,
2022,<= 3500 kg,Tankers,23
2022,<= 3500 kg,Cranes,
2022,<= 3500 kg,Recovery Vehicles,108
2022,<= 3500 kg,Refrigerated Vehicles,2367
2022,<= 3500 kg,Garbage/ Sanitary Wagon,2
2022,<= 3500 kg,Others,19
2022,3501 - 7000kg,Lorries,13065
2022,3501 - 7000kg,Tippers,250
2022,3501 - 7000kg,Vans,5003
2022,3501 - 7000kg,Goods-cum Passengers,2
2022,3501 - 7000kg,Prime Mover,
2022,3501 - 7000kg,Cement Mixers,
2022,3501 - 7000kg,Tankers,41
2022,3501 - 7000kg,Cranes,
2022,3501 - 7000kg,Recovery Vehicles,139
2022,3501 - 7000kg,Refrigerated Vehicles,2864
2022,3501 - 7000kg,Garbage/ Sanitary Wagon,3
2022,3501 - 7000kg,Others,12
2022,7001 - 11000kg,Lorries,2172
2022,7001 - 11000kg,Tippers,106
2022,7001 - 11000kg,Vans,1241
2022,7001 - 11000kg,Goods-cum Passengers,
2022,7001 - 11000kg,Prime Mover,
2022,7001 - 11000kg,Cement Mixers,
2022,7001 - 11000kg,Tankers,69
2022,7001 - 11000kg,Cranes,3
2022,7001 - 11000kg,Recovery Vehicles,133
2022,7001 - 11000kg,Refrigerated Vehicles,226
2022,7001 - 11000kg,Garbage/ Sanitary Wagon,10
2022,7001 - 11000kg,Others,5
2022,11001-16000kg,Lorries,2227
2022,11001-16000kg,Tippers,81
2022,11001-16000kg,Vans,1194
2022,11001-16000kg,Goods-cum Passengers,
2022,11001-16000kg,Prime Mover,
2022,11001-16000kg,Cement Mixers,
2022,11001-16000kg,Tankers,189
2022,11001-16000kg,Cranes,2
2022,11001-16000kg,Recovery Vehicles,12
2022,11001-16000kg,Refrigerated Vehicles,386
2022,11001-16000kg,Garbage/ Sanitary Wagon,158
2022,11001-16000kg,Others,13
2022,16001-20000kg,Lorries,196
2022,16001-20000kg,Tippers,3
2022,16001-20000kg,Vans,57
2022,16001-20000kg,Goods-cum Passengers,
2022,16001-20000kg,Prime Mover,
2022,16001-20000kg,Cement Mixers,
2022,16001-20000kg,Tankers,39
2022,16001-20000kg,Cranes,
2022,16001-20000kg,Recovery Vehicles,1
2022,16001-20000kg,Refrigerated Vehicles,67
2022,16001-20000kg,Garbage/ Sanitary Wagon,102
2022,16001-20000kg,Others,3
2022,20001-26000kg,Lorries,31
2022,20001-26000kg,Tippers,5
2022,20001-26000kg,Vans,
2022,20001-26000kg,Goods-cum Passengers,
2022,20001-26000kg,Prime Mover,1
2022,20001-26000kg,Cement Mixers,
2022,20001-26000kg,Tankers,9
2022,20001-26000kg,Cranes,8
2022,20001-26000kg,Recovery Vehicles,18
2022,20001-26000kg,Refrigerated Vehicles,1
2022,20001-26000kg,Garbage/ Sanitary Wagon,13
2022,20001-26000kg,Others,2
2022,26001-32000kg,Lorries,1760
2022,26001-32000kg,Tippers,3808
2022,26001-32000kg,Vans,12
2022,26001-32000kg,Goods-cum Passengers,
2022,26001-32000kg,Prime Mover,1
2022,26001-32000kg,Cement Mixers,30
2022,26001-32000kg,Tankers,365
2022,26001-32000kg,Cranes,14
2022,26001-32000kg,Recovery Vehicles,26
2022,26001-32000kg,Refrigerated Vehicles,14
2022,26001-32000kg,Garbage/ Sanitary Wagon,1328
2022,26001-32000kg,Others,5
2022,32001-40000kg,Lorries,796
2022,32001-40000kg,Tippers,74
2022,32001-40000kg,Vans,1
2022,32001-40000kg,Goods-cum Passengers,
2022,32001-40000kg,Prime Mover,
2022,32001-40000kg,Cement Mixers,1212
2022,32001-40000kg,Tankers,155
2022,32001-40000kg,Cranes,46
2022,32001-40000kg,Recovery Vehicles,2
2022,32001-40000kg,Refrigerated Vehicles,
2022,32001-40000kg,Garbage/ Sanitary Wagon,247
2022,32001-40000kg,Others,12
2022,40001-55000kg,Lorries,9
2022,40001-55000kg,Tippers,
2022,40001-55000kg,Vans,
2022,40001-55000kg,Goods-cum Passengers,
2022,40001-55000kg,Prime Mover,3054
2022,40001-55000kg,Cement Mixers,6
2022,40001-55000kg,Tankers,
2022,40001-55000kg,Cranes,82
2022,40001-55000kg,Recovery Vehicles,5
2022,40001-55000kg,Refrigerated Vehicles,
2022,40001-55000kg,Garbage/ Sanitary Wagon,
2022,40001-55000kg,Others,1
2022,> 55000kg,Lorries,
2022,> 55000kg,Tippers,
2022,> 55000kg,Vans,
2022,> 55000kg,Goods-cum Passengers,
2022,> 55000kg,Prime Mover,2396
2022,> 55000kg,Cement Mixers,
2022,> 55000kg,Tankers,
2022,> 55000kg,Cranes,245
2022,> 55000kg,Recovery Vehicles,1
2022,> 55000kg,Refrigerated Vehicles,
2022,> 55000kg,Garbage/ Sanitary Wagon,
2022,> 55000kg,Others,
2023,<= 3500 kg,Lorries,29416
2023,<= 3500 kg,Tippers,6
2023,<= 3500 kg,Vans,63169
2023,<= 3500 kg,Goods-cum Passengers,2448
2023,<= 3500 kg,Prime Mover,2
2023,<= 3500 kg,Cement Mixers,
2023,<= 3500 kg,Tankers,23
2023,<= 3500 kg,Cranes,
2023,<= 3500 kg,Recovery Vehicles,107
2023,<= 3500 kg,Refrigerated Vehicles,2255
2023,<= 3500 kg,Garbage/ Sanitary Wagon,2
2023,<= 3500 kg,Others,17
2023,3501 - 7000kg,Lorries,13702
2023,3501 - 7000kg,Tippers,252
2023,3501 - 7000kg,Vans,5119
2023,3501 - 7000kg,Goods-cum Passengers,
2023,3501 - 7000kg,Prime Mover,
2023,3501 - 7000kg,Cement Mixers,
2023,3501 - 7000kg,Tankers,45
2023,3501 - 7000kg,Cranes,
2023,3501 - 7000kg,Recovery Vehicles,141
2023,3501 - 7000kg,Refrigerated Vehicles,2954
2023,3501 - 7000kg,Garbage/ Sanitary Wagon,3
2023,3501 - 7000kg,Others,12
2023,7001 - 11000kg,Lorries,2085
2023,7001 - 11000kg,Tippers,97
2023,7001 - 11000kg,Vans,1224
2023,7001 - 11000kg,Goods-cum Passengers,
2023,7001 - 11000kg,Prime Mover,
2023,7001 - 11000kg,Cement Mixers,
2023,7001 - 11000kg,Tankers,67
2023,7001 - 11000kg,Cranes,3
2023,7001 - 11000kg,Recovery Vehicles,129
2023,7001 - 11000kg,Refrigerated Vehicles,235
2023,7001 - 11000kg,Garbage/ Sanitary Wagon,8
2023,7001 - 11000kg,Others,5
2023,11001-16000kg,Lorries,2203
2023,11001-16000kg,Tippers,74
2023,11001-16000kg,Vans,1233
2023,11001-16000kg,Goods-cum Passengers,
2023,11001-16000kg,Prime Mover,
2023,11001-16000kg,Cement Mixers,
2023,11001-16000kg,Tankers,196
2023,11001-16000kg,Cranes,2
2023,11001-16000kg,Recovery Vehicles,12
2023,11001-16000kg,Refrigerated Vehicles,402
2023,11001-16000kg,Garbage/ Sanitary Wagon,156
2023,11001-16000kg,Others,11
2023,16001-20000kg,Lorries,198
2023,16001-20000kg,Tippers,3
2023,16001-20000kg,Vans,51
2023,16001-20000kg,Goods-cum Passengers,
2023,16001-20000kg,Prime Mover,
2023,16001-20000kg,Cement Mixers,
2023,16001-20000kg,Tankers,39
2023,16001-20000kg,Cranes,
2023,16001-20000kg,Recovery Vehicles,1
2023,16001-20000kg,Refrigerated Vehicles,72
2023,16001-20000kg,Garbage/ Sanitary Wagon,95
2023,16001-20000kg,Others,4
2023,20001-26000kg,Lorries,16
2023,20001-26000kg,Tippers,3
2023,20001-26000kg,Vans,
2023,20001-26000kg,Goods-cum Passengers,
2023,20001-26000kg,Prime Mover,1
2023,20001-26000kg,Cement Mixers,
2023,20001-26000kg,Tankers,4
2023,20001-26000kg,Cranes,7
2023,20001-26000kg,Recovery Vehicles,15
2023,20001-26000kg,Refrigerated Vehicles,
2023,20001-26000kg,Garbage/ Sanitary Wagon,9
2023,20001-26000kg,Others,2
2023,26001-32000kg,Lorries,1764
2023,26001-32000kg,Tippers,3691
2023,26001-32000kg,Vans,8
2023,26001-32000kg,Goods-cum Passengers,
2023,26001-32000kg,Prime Mover,1
2023,26001-32000kg,Cement Mixers,28
2023,26001-32000kg,Tankers,393
2023,26001-32000kg,Cranes,10
2023,26001-32000kg,Recovery Vehicles,27
2023,26001-32000kg,Refrigerated Vehicles,19
2023,26001-32000kg,Garbage/ Sanitary Wagon,1346
2023,26001-32000kg,Others,5
2023,32001-40000kg,Lorries,847
2023,32001-40000kg,Tippers,53
2023,32001-40000kg,Vans,
2023,32001-40000kg,Goods-cum Passengers,
2023,32001-40000kg,Prime Mover,
2023,32001-40000kg,Cement Mixers,1126
2023,32001-40000kg,Tankers,135
2023,32001-40000kg,Cranes,36
2023,32001-40000kg,Recovery Vehicles,2
2023,32001-40000kg,Refrigerated Vehicles,
2023,32001-40000kg,Garbage/ Sanitary Wagon,246
2023,32001-40000kg,Others,12
2023,40001-55000kg,Lorries,9
2023,40001-55000kg,Tippers,
2023,40001-55000kg,Vans,
2023,40001-55000kg,Goods-cum Passengers,
2023,40001-55000kg,Prime Mover,2954
2023,40001-55000kg,Cement Mixers,87
2023,40001-55000kg,Tankers,8
2023,40001-55000kg,Cranes,84
2023,40001-55000kg,Recovery Vehicles,5
2023,40001-55000kg,Refrigerated Vehicles,
2023,40001-55000kg,Garbage/ Sanitary Wagon,
2023,40001-55000kg,Others,1
2023,> 55000kg,Lorries,
2023,> 55000kg,Tippers,1
2023,> 55000kg,Vans,
2023,> 55000kg,Goods-cum Passengers,
2023,> 55000kg,Prime Mover,2473
2023,> 55000kg,Cement Mixers,
2023,> 55000kg,Tankers,
2023,> 55000kg,Cranes,253
2023,> 55000kg,Recovery Vehicles,1
2023,> 55000kg,Refrigerated Vehicles,
2023,> 55000kg,Garbage/ Sanitary Wagon,
2023,> 55000kg,Others,
